S_1,F_1,S_2,F_2
0.0,3.557131549314359e-08,0.0,5.83655559438512e-09
2.220446049250313e-16,-5.286731266096465e-08,0.0,-7.721755324041625e-09
2.220446049250313e-16,-1.21410255360388e-07,0.0,2.9098128351278964e-10
-3.3306690738754696e-16,3.0060566587053466e-07,0.0,3.898315803496646e-09
-2.220446049250313e-16,2.907653652073351e-07,0.0,1.030038774274544e-08
5.551115123125783e-16,-6.76427021062409e-08,0.0,-7.3213668017046945e-09
-2.220446049250313e-16,7.389345455521826e-08,0.0,-5.713165940335333e-09
0.0,-6.64354526946908e-09,0.0,-6.490532777903012e-10
0.0,1.1461003914803314e-07,0.0,1.0889886548071105e-09
0.0,4.718625916666498e-08,0.0,1.1953889322846579e-09
0.0,8.828973818708619e-08,0.0,6.362106053092731e-09
0.0,6.040331470558156e-08,0.0,4.006671128209405e-09
0.0,8.631161563244267e-10,0.0,2.7131603630437084e-10
0.0,4.446576440386707e-09,0.0,9.050188864989647e-09
0.0,-4.2700656877059394e-08,0.0,1.3699278778034343e-08
0.9999999999999998,3.6145763715467077e-09,0.0,1.666608060446606e-08
-0.9999999999999998,-8.881130497684353e-08,0.0,8.79852599666719e-09
0.0,-7.991183537114921e-08,0.0,-9.941371459376565e-09
0.0,1.3235165852165665e-08,0.0,1.3830051415197887e-08
0.0,-3.796761873786634e-08,0.0,-5.659757107423767e-11
1.0,-3.837396391759285e-08,0.0,1.030991825246014e-09
-1.1102230246251565e-16,6.953378317575672e-10,0.0,-8.43793337423903e-09
0.0,-1.5774440242921625e-08,0.0,-1.7681195885188576e-08
1.1102230246251565e-16,-2.770191080969654e-08,0.0,-5.5824941114224216e-09
-1.1102230246251565e-16,-2.0839106440462247e-09,0.0,6.9039124639402924e-09
0.0,-1.809850713740957e-10,0.0,0.0
0.0,1.5455547397458247e-09,0.0,0.0
0.0,-9.906793496661238e-10,0.0,0.0
0.9999999999999999,-4.1990223242915905e-10,0.0,0.0
3.3306690738754696e-16,3.53344165038294e-10,0.0,1.0124703575531413e-10
-2.220446049250313e-16,4.3791837101014867e-10,0.0,-1.0124703575531413e-10
0.0,1.0709822334531438e-09,0.0,5.706944083971877e-11
0.0,5.621472870531719e-10,0.0,7.953519648440377e-11
0.0,9.181836901905881e-10,0.0,6.27548277232215e-11
4.440892098500626e-16,2.990788050549753e-09,0.0,2.2278921624208082e-10
-4.440892098500626e-16,7.447794314607848e-09,0.0,-1.1288747020499201e-10
0.0,-2.990859560014769e-09,0.0,9.348027629751955e-11
-1.1102230246251565e-16,6.034878552441115e-09,0.0,1.8771671161932348e-10
0.0,-3.0583379384552265e-09,0.0,3.497000189423005e-10
1.1102230246251565e-16,-1.9026712205771897e-09,0.0,6.657440765334143e-10
-3.3306690738754696e-16,-8.774315052306737e-10,0.0,9.138860834756458e-10
2.220446049250313e-16,-3.794782887922566e-09,0.0,-1.4244900092830192e-09
0.0,-3.154839856023272e-09,0.9999999999999998,-5.969882976852859e-10
0.0,-9.313733357885216e-08,0.0,-5.91191643195543e-08
0.0,5.1603109341158415e-08,0.0,-1.75738300356443e-08
0.0,-1.2638137150133841e-07,0.0,-4.481270536871305e-08
1.0,-9.779364518180955e-08,0.0,3.749805443931104e-09
-1.0,-4.781036295753432e-08,0.0,5.344931963691124e-08
1.0000000000000002,-1.278888987599203e-07,0.0,-3.3363747320436232e-09
0.0,-1.5295194089048913e-08,0.0,-1.6986716389055806e-08
0.0,-2.0896550267934587e-09,0.0,1.7191240431202406e-09
2.220446049250313e-16,-8.845523780109922e-09,0.0,-1.4361157241182804e-08
-2.220446049250313e-16,-8.106296718324306e-08,0.0,-1.343797677577639e-08
-4.440892098500626e-16,6.1259555650395394e-09,0.0,-4.176977981273923e-08
2.220446049250313e-16,2.5489845256743117e-08,0.0,1.7977694710680236e-08
-3.3306690738754696e-16,1.8728940176515607e-08,0.0,-1.7190922108056847e-08
2.220446049250313e-16,1.748542501900372e-08,0.0,-1.6833704563623534e-08
0.0,8.682838483764497e-08,1.0000000000000002,-1.1285153078688392e-08
-1.1102230246251565e-16,-1.2801117463823177e-07,-3.3306690738754696e-16,-2.4436136669692053e-09
2.220446049250313e-16,-1.1899209368948498e-07,5.551115123125783e-16,-1.9361175063181693e-08
0.0,2.8530689633043906e-08,-5.551115123125783e-16,1.4696723837914628e-10
0.0,4.0035576631680696e-09,0.0,-6.200899527186723e-09
0.0,-2.568333208330387e-08,0.0,1.9366807535448065e-08
0.0,-2.671373593443605e-08,0.0,-1.2751439015801278e-09
0.0,2.8238964944193874e-08,0.0,1.3905535922731368e-08
0.0,1.3945839683060507e-08,0.0,7.156005921160605e-09
0.0,3.2063908861346135e-08,0.0,1.733631762590449e-08
0.0,1.6226337038460772e-07,0.0,-1.4310564466768485e-08
0.0,3.8503242194565204e-08,0.0,-8.25698194262259e-09
0.0,3.1694959545802703e-08,0.0,-1.631839019466952e-08
0.0,2.5655563717919005e-08,0.0,-8.616678570660946e-09
0.0,5.9146219655303856e-08,0.0,-1.5703058764415806e-08
0.0,-2.2365043150784913e-08,0.0,5.570328553972109e-09
0.0,2.4105986540234986e-09,0.0,-9.664773870099492e-10
0.0,6.091412387831955e-08,0.0,-5.980695760854357e-09
1.0,7.862190614105198e-08,0.0,-3.218982413955045e-10
2.220446049250313e-16,1.9879067849615237e-07,0.0,9.167193582015897e-09
-4.440892098500626e-16,3.036734483430337e-07,0.0,3.2173470998486704e-09
1.1102230246251565e-16,-1.2885658406958016e-08,0.0,8.64136140421578e-09
0.0,2.899066855466259e-08,2.220446049250313e-16,2.8331832879757712e-08
0.0,-2.9683250218903723e-08,-3.3306690738754696e-16,-5.4787734882211247e-08
0.0,4.125461083859415e-12,1.1102230246251565e-16,3.1131118305438566e-08
0.0,8.338867152346549e-10,2.220446049250313e-16,-8.234927548755877e-08
0.0,-1.0379302972651772e-10,-3.3306690738754696e-16,-1.2258824710897892e-08
0.0,1.237968072498319e-09,0.0,-1.3474054583184635e-08
0.0,2.1626262891594193e-09,3.3306690738754696e-16,7.213834436470278e-08
0.0,2.878623805990798e-09,-2.220446049250313e-16,3.4040411378555503e-09
0.0,7.573343241418228e-09,2.220446049250313e-16,1.3159946377072608e-08
0.0,-8.171772858389658e-09,-2.220446049250313e-16,1.0657355176135794e-08
0.0,-1.714388986329141e-09,0.0,2.609617979487664e-08
0.0,-8.777143900573482e-10,2.220446049250313e-16,8.493051666391694e-08
0.0,2.0503891473566676e-09,-5.551115123125783e-16,2.3389303009935248e-07
0.0,-3.978788143399469e-09,5.551115123125783e-16,-6.584883749383152e-08
0.0,5.209367603953292e-10,-4.440892098500626e-16,5.066585231361385e-08
0.0,-2.1165846852966297e-11,2.220446049250313e-16,1.1426921560087071e-07
0.0,-9.892872743222371e-10,-2.220446049250313e-16,5.218631991965595e-06
0.0,-6.226936077879939e-10,2.220446049250313e-16,-3.4965670238307212e-06
0.0,-2.8097872473153978e-09,0.0,-3.522637936903551e-09
0.0,4.903640027364984e-09,0.0,3.313051704090242e-08
0.0,1.6224019150357096e-08,0.0,1.0903613780754994e-07
0.0,1.558103823739998e-08,0.9999999999999998,1.7628684716441965e-07
0.0,8.137919316197896e-09,2.220446049250313e-16,2.188337646202854e-07
0.0,3.438958451340568e-08,2.220446049250313e-16,1.0277484250309501e-07
0.0,8.461668592474325e-08,-3.3306690738754696e-16,9.712050541565944e-09
0.0,2.0589173885809944e-07,3.3306690738754696e-16,-1.0792945204229909e-08
0.0,2.554368478513424e-07,-2.220446049250313e-16,3.709595830514466e-09
0.0,1.140400115673402e-07,0.0,-6.779591217309648e-08
0.0,7.937319423945155e-08,2.220446049250313e-16,-6.420156068998033e-08
0.0,2.914407559728652e-09,-4.440892098500626e-16,3.526099590089807e-09
0.0,-2.3892213221188283e-07,2.220446049250313e-16,-1.0352026436066808e-07
0.0,-7.268653234859812e-09,2.220446049250313e-16,3.975048343818346e-08
0.0,-6.936809029411959e-08,0.0,5.1775063525383345e-08
0.0,-1.7637549660776135e-07,-5.551115123125783e-16,-8.73626731845434e-08
0.0,-1.716964447950886e-07,3.3306690738754696e-16,-1.2354119292012913e-07
0.0,-6.800573189025271e-08,0.0,5.372087628074953e-08
0.0,1.5807378739296496e-09,0.0,1.4686407467934243e-08
0.0,3.507116042023025e-10,0.0,1.0057059611767725e-07
0.0,2.0470531447713827e-08,0.0,1.253344393603584e-07
0.0,1.3310611279848685e-09,0.0,1.0370274878823697e-07
0.0,2.1086201229536528e-08,0.0,1.9829491293421576e-08
0.0,9.843504145123908e-09,0.0,9.001184650969665e-08
0.0,2.2534685939490384e-08,0.0,-4.607765049513554e-08
0.0,-1.1957686396613099e-08,0.0,4.5281734628588374e-08
0.0,1.5056658497769596e-08,0.0,-6.722561920469159e-08
0.0,7.193040829633901e-09,0.0,-1.135426117571115e-07
0.0,4.0582550298040595e-08,0.0,-3.657100364762297e-08
0.0,1.2377617935044326e-07,0.0,4.8827993737177135e-08
0.0,1.737216066999281e-07,0.0,-8.863241873768846e-09
0.0,9.55736254582009e-09,0.0,3.3567459922778653e-09
0.9999999999999999,2.2097348448824052e-07,0.9999999999999998,6.005890043070392e-08
3.3306690738754696e-16,-1.1106124020444378e-09,1.1102230246251565e-16,1.6443612196326283e-07
-5.551115123125783e-16,1.6603130461589907e-07,1.1102230246251565e-16,1.4188488535182846e-07
3.3306690738754696e-16,2.848638587238377e-08,-2.220446049250313e-16,-9.745622264745222e-09
-3.3306690738754696e-16,-2.790847304368065e-08,0.0,2.3557389816630776e-09
2.220446049250313e-16,-4.7883835918582896e-08,0.0,-1.6406955261061283e-08
5.551115123125783e-16,8.340164185938188e-08,0.0,-1.0382308968104325e-08
0.0,-9.375614240525465e-08,0.0,-3.9243452931714273e-10
-2.220446049250313e-16,1.0846125917396423e-07,0.0,9.082883245525862e-09
-2.220446049250313e-16,-6.967467811591634e-08,0.0,1.7783953865091455e-09
-1.1102230246251565e-16,7.3085973895104e-08,0.0,7.139033986192092e-09
3.3306690738754696e-16,9.938190714819939e-09,0.0,2.6728526059116575e-09
-2.220446049250313e-16,-1.0541367601035808e-08,0.0,7.193499307334146e-09
-1.1102230246251565e-16,5.3433581115314155e-08,0.0,-1.0433971020518129e-08
1.1102230246251565e-16,1.3478704659064537e-07,0.0,-4.952697629789779e-09
0.0,1.8902987903857132e-07,0.0,-3.7054411095027724e-09
-2.220446049250313e-16,2.6239402473038353e-07,0.0,-1.596038856632731e-10
0.0,2.2615184889218666e-07,0.0,-5.438768457821651e-09
4.440892098500626e-16,1.5056964571158457e-06,1.0,2.306961288667253e-09
-3.3306690738754696e-16,-7.133556664484782e-07,0.0,2.0702613845457998e-09
0.0,1.1754183333323437e-07,2.220446049250313e-16,-7.196187468139212e-09
0.0,3.749703409994237e-08,-2.220446049250313e-16,-1.3818249655628292e-09
0.0,-1.0677714712414855e-09,0.0,1.3355923478286503e-09
0.0,8.73382310917492e-11,0.0,3.8175766547965405e-09
0.0,4.057411240321329e-10,0.0,3.3486941219962305e-09
0.0,-4.401691788835649e-10,0.0,1.7534936169738564e-09
0.0,1.6362248500545462e-10,0.0,8.12506311120842e-09
0.0,6.308522315645604e-11,0.0,7.056246964509683e-09
0.0,-2.796178844022279e-10,1.0000000000000002,1.9918160454324152e-08
0.0,4.746034815150679e-11,0.0,2.156930598573581e-08
0.0,2.3201239401915428e-10,-5.551115123125783e-16,2.437110673270126e-08
0.0,2.1132401245571584e-10,3.3306690738754696e-16,1.5212925319474382e-08
0.0,-2.682195354708483e-10,4.440892098500626e-16,2.991055794154817e-08
0.0,-1.175622765803297e-10,-6.661338147750939e-16,-1.700025151762929e-08
0.0,-4.203582343320633e-11,0.0,1.1142304856548435e-09
0.0,1.4865517150575163e-11,4.440892098500626e-16,4.239327040522766e-08
0.0,9.042261106539939e-11,-2.220446049250313e-16,1.7526448914395603e-08
0.0,1.1634725127773759e-11,0.0,-6.588446623823075e-08
0.0,-6.579256202343676e-11,0.0,-3.835493060933004e-08
0.0,-7.670380303137497e-12,0.0,-6.132428609362248e-09
0.0,3.0890116420323455e-08,0.0,1.133024966293306e-07
0.0,7.855231984876809e-08,0.0,1.1964892507876348e-07
0.0,-6.91107686634494e-09,0.0,1.4028460668669143e-07
0.0,-8.515402782904873e-09,1.0000000000000002,-1.442770326320897e-07
0.0,1.5876929637670422e-08,-2.220446049250313e-16,-1.0137394781395412e-07
0.0,-8.266016493507793e-09,0.0,-1.0870693927245152e-07
0.9999999999999999,-1.9427375264058355e-09,-1.1102230246251565e-16,-1.3821825177728898e-07
0.0,-3.0704558184879705e-08,1.1102230246251565e-16,-4.898584791135365e-08
1.1102230246251565e-16,1.5507509942835948e-09,0.0,-4.57724013358529e-08
2.220446049250313e-16,-5.8405191794008715e-09,2.220446049250313e-16,-4.1797945016242016e-08
0.0,-1.799624129716904e-08,-4.440892098500626e-16,-4.0347085672465255e-08
-3.3306690738754696e-16,1.0970397568144103e-08,6.661338147750939e-16,-1.5185489132818485e-08
-1.1102230246251565e-16,-3.709946838625921e-09,-6.661338147750939e-16,9.731557781833544e-10
6.661338147750939e-16,1.1190891768819764e-09,2.220446049250313e-16,-1.8640546528558838e-08
-4.440892098500626e-16,-5.467015284921111e-10,0.0,1.2512261804431551e-08
2.220446049250313e-16,2.32884787010334e-09,0.0,4.3932983828653965e-08
-2.220446049250313e-16,2.3493218748171795e-08,-3.3306690738754696e-16,1.6151517456819314e-09
-1.1102230246251565e-16,9.263764582101431e-08,1.1102230246251565e-16,1.9326193978486117e-08
0.0,3.1855709892170125e-07,0.0,-3.9917718197557395e-08
0.0,-3.201442723366199e-07,0.0,2.727203565200401e-08
0.0,-1.4277065929491115e-08,0.0,5.012057897602056e-08
0.0,-2.2299224156085963e-08,0.9999999999999997,-5.982287518691006e-08
0.0,9.291500759900371e-08,2.220446049250313e-16,2.3728532028144453e-08
0.0,-5.773668476649576e-09,3.3306690738754696e-16,-6.311649372037212e-08
0.9999999999999999,-1.653043483429428e-07,-2.220446049250313e-16,2.2070054228606644e-09
-1.1102230246251565e-16,-5.8267494296160326e-08,-1.1102230246251565e-16,1.182049800263487e-08
2.220446049250313e-16,3.4182676245109072e-09,0.0,1.2658919388286451e-07
0.0,5.3552813028545685e-08,0.0,-7.481254726826592e-08
2.220446049250313e-16,5.014369691025423e-07,1.1102230246251565e-16,-6.581862521670706e-08
-6.661338147750939e-16,-2.4411656909251187e-07,-1.1102230246251565e-16,1.4887370980432045e-08
6.661338147750939e-16,4.649648985832757e-08,5.551115123125783e-16,4.557419970296904e-08
-2.220446049250313e-16,2.7076127935288235e-07,-2.220446049250313e-16,-9.107492360271873e-09
-1.1102230246251565e-16,5.7022725741262675e-08,-5.551115123125783e-16,-1.0304636361979646e-07
1.1102230246251565e-16,1.0951305284834234e-07,2.220446049250313e-16,-6.06239836997702e-08
-2.220446049250313e-16,-1.0045498584076999e-07,-1.1102230246251565e-16,-8.700351372681283e-09
1.1102230246251565e-16,-1.4230309375307115e-07,0.0,-4.006760718766604e-08
0.0,8.211871715957394e-09,0.0,-1.7828089760030254e-08
0.0,-1.1034216385041876e-08,0.0,-8.505246640311272e-09
0.0,-5.837587124801755e-09,0.0,2.8616126357405866e-09
0.0,-3.1263297728401138e-09,0.0,6.233586624659894e-09
0.0,1.171984820302896e-08,0.0,1.390833759273841e-09
0.0,4.802568724926459e-08,0.0,1.555103761319288e-08
1.0000000000000002,-5.0660573691629896e-08,1.0000000000000002,3.3129500565109994e-08
0.0,-1.0710458298035572e-09,0.0,3.234425101084071e-08
-4.440892098500626e-16,1.0924210513962857e-08,-2.220446049250313e-16,2.9153046909868847e-08
1.1102230246251565e-16,-3.77851321786693e-08,-1.1102230246251565e-16,1.0490345161429108e-07
3.3306690738754696e-16,-1.3838995904791314e-08,1.1102230246251565e-16,3.739448999340307e-08
-4.440892098500626e-16,1.3996235690427738e-07,0.0,-8.672842000123531e-10
4.440892098500626e-16,2.3839699068162192e-07,0.0,5.0690378827766846e-08
-2.220446049250313e-16,1.643946632157164e-08,-2.220446049250313e-16,4.3463887777761546e-08
0.0,3.759691480809125e-07,4.440892098500626e-16,7.97434807964237e-08
2.220446049250313e-16,7.406263819120794e-07,0.0,-4.421448807079297e-09
-4.440892098500626e-16,1.4993461036283407e-06,-2.220446049250313e-16,2.032239137861325e-07
1.1102230246251565e-16,1.1772189054681803e-06,0.0,4.766292875046929e-07
0.0,5.926982566961671e-08,0.0,5.107840927998091e-10
0.0,8.849113584119547e-08,0.0,-1.8564080050964545e-09
0.0,-4.6517931195921825e-08,0.0,1.4413947291291863e-08
0.0,6.698924437387156e-09,0.0,-5.3005268618733236e-09
0.0,-5.750014224759071e-08,0.0,-7.390838163701122e-10
0.0,-2.3108587754450085e-08,0.0,-7.977430271921555e-10
0.0,9.958033331258733e-09,0.0,7.228282594695656e-09
0.0,-1.1551829004474701e-08,0.0,9.234284448211838e-10
0.0,5.2474841538696627e-08,0.0,1.392401305366775e-08
0.0,1.726033929116969e-08,0.0,2.5123928359960247e-08
0.0,-8.678113374571695e-08,0.0,1.874028043857834e-09
0.0,1.3694020140064796e-08,0.0,3.262890828636955e-08
0.0,-2.20114159787954e-08,0.0,6.227407247649807e-08
0.0,3.667699957077278e-08,0.0,2.6470935665656725e-08
1.0,1.6416092307736065e-08,0.9999999999999999,1.0738053646264234e-07
-2.220446049250313e-16,6.013264624016302e-08,3.3306690738754696e-16,7.426131247711966e-08
1.1102230246251565e-16,-5.969921801352008e-09,-2.220446049250313e-16,1.6239217472957532e-07
-1.1102230246251565e-16,-4.9895608356109744e-08,-2.220446049250313e-16,1.8208341998615654e-07
0.9999999999999998,-7.326758200143499e-10,0.9999999999999999,1.4518026336673983e-09
-3.3306690738754696e-16,5.681851233951817e-09,-1.1102230246251565e-16,3.80978644187735e-09
4.440892098500626e-16,2.0432547098714334e-09,4.440892098500626e-16,-1.010406214252413e-09
0.0,1.0446199905089777e-09,0.0,1.4928899172428348e-09
5.551115123125783e-16,9.2691594844041e-09,-4.440892098500626e-16,-1.808685207160821e-09
-4.440892098500626e-16,1.1084733930744053e-08,-1.1102230246251565e-16,1.0580279763416916e-09
0.0,2.0633784458823304e-09,2.220446049250313e-16,1.9400839379457573e-09
0.0,1.174013597449179e-09,1.1102230246251565e-16,-3.1775685416235433e-09
4.440892098500626e-16,2.714417135507574e-09,0.0,5.272935421629704e-11
-5.551115123125783e-16,2.1919829507055497e-09,0.0,-3.787411273492585e-10
3.3306690738754696e-16,2.451840686035214e-09,2.220446049250313e-16,-6.309530231618503e-10
2.220446049250313e-16,9.16621729629696e-09,-3.3306690738754696e-16,-1.1789513587601169e-09
-4.440892098500626e-16,7.048610228821418e-09,3.3306690738754696e-16,1.3324645387058355e-09
0.0,2.1039608810724525e-08,0.0,2.817287914069766e-09
-2.220446049250313e-16,1.294066549917261e-07,0.0,1.814211181283554e-09
1.1102230246251565e-16,5.824071713789181e-07,-5.551115123125783e-16,1.3402501242154586e-08
1.1102230246251565e-16,5.812926588077971e-07,2.220446049250313e-16,5.2355820745475515e-08
-1.1102230246251565e-16,1.4696466905661514e-07,1.1102230246251565e-16,5.3347475414966533e-08
0.0,4.29864410733672e-10,0.0,3.3274796251703267e-10
0.0,2.2565425306098067e-08,0.0,-4.126089747646944e-10
0.0,5.579320792037378e-08,0.0,8.493271141940539e-10
0.0,-2.7113386558141875e-08,0.0,3.1855755422416364e-09
0.0,1.8343408214605e-08,0.0,5.9405111663135565e-09
0.0,-1.598750056786003e-08,0.0,5.4759924816849554e-09
0.0,-6.978051381167908e-09,0.0,7.034024163132811e-09
0.0,-1.7009963215741743e-09,1.0,3.134114434644174e-09
0.0,1.2464991527849644e-08,-3.3306690738754696e-16,4.5195691633637125e-09
0.0,5.995691054749815e-10,3.3306690738754696e-16,5.190109675368135e-10
0.0,-1.0130462158031156e-08,-1.0,-2.213546501650396e-09
0.0,-8.635038284410254e-09,0.0,-2.042301971982853e-09
0.0,-1.511335785409074e-08,0.0,2.1326483867767368e-08
0.0,7.46858130895589e-09,0.9999999999999997,-8.337208612374523e-09
0.0,-5.951531178993717e-09,5.551115123125783e-16,8.994653910576744e-10
0.0,1.1959373402703476e-08,-2.220446049250313e-16,-7.497196818917476e-09
0.0,-1.671847016382344e-08,0.0,2.6892058357930195e-09
0.0,3.7103456307363598e-09,0.0,-1.9097859915717666e-08
0.13456507105437177,-2.2385768261301564e-06,0.0,0.0
0.018634736354813164,3.084462741753669e-06,0.0,0.0
-0.09830594032304707,-1.6646914900775304e-06,0.0,0.0
0.06080066525532701,1.2812013210350415e-06,0.0,1.4127216341197623e-10
-0.011653654512689293,4.671765964303645e-07,0.0,2.9974252802045246e-10
0.02865545540837422,-6.534798558277554e-07,0.0,-4.410146914324287e-10
-0.07661708109747356,-5.918235729041047e-07,0.0,1.3124814429721354e-09
0.032279210267228686,-6.730083441652823e-07,0.0,-6.727145035467786e-10
0.03704772425970182,1.3006110748392631e-07,0.0,1.3130278045392352e-09
-0.015033741162520986,-1.034149590850575e-06,0.0,2.0274781714624276e-10
0.038673874416333076,-2.3785425128153296e-06,0.0,2.7782799949527243e-10
-0.05609346886500988,2.4547216526116244e-07,0.0,1.7118683914851832e-09
-0.045674608098692504,-7.980861482792534e-07,0.0,6.720025425011041e-10
0.10650699371774253,-7.491619271604577e-07,0.0,-7.551069103328699e-10
0.029057520557240757,-3.581304099498082e-07,0.0,4.336075942745765e-10
-0.07660406783096163,-4.5595038500323426e-07,0.0,1.3691665579074214e-10
-0.0577672304787924,-4.102767888980457e-07,0.0,-1.0661573623949044e-09
-0.041742165461509106,1.0876831765926915e-06,0.0,-4.5045838170665303e-10
0.0,8.135708284839893e-08,0.0,-1.595815319888065e-08
-3.3306690738754696e-16,1.2957907443933435e-06,0.9999999999999998,1.7687391391518763e-07
5.551115123125783e-16,1.2195371596135375e-06,2.220446049250313e-16,1.2957571016158485e-09
0.0,6.87104989083309e-07,-3.3306690738754696e-16,1.106486479329761e-07
0.0,2.3412605969497252e-07,2.220446049250313e-16,1.792998091332264e-07
-4.440892098500626e-16,-9.650773336034035e-08,3.3306690738754696e-16,-4.596757889885335e-08
2.220446049250313e-16,1.944742734849566e-07,0.0,-6.401301106961914e-08
0.0,1.9716608221642707e-07,-2.220446049250313e-16,3.4422964745317755e-08
2.220446049250313e-16,1.6502553989990952e-09,0.0,1.8968808035424275e-08
2.220446049250313e-16,-2.95696759167185e-07,0.0,-3.366725081832555e-07
-5.551115123125783e-16,-6.515240329463268e-07,-2.220446049250313e-16,-1.689624582468241e-07
3.3306690738754696e-16,6.786730864405397e-07,1.1102230246251565e-16,-7.50638946556137e-08
-2.220446049250313e-16,2.7300848159939135e-08,1.1102230246251565e-16,9.415722388439454e-08
2.220446049250313e-16,4.4755324779544026e-08,4.440892098500626e-16,-1.8780792743200394e-08
0.0,1.3462792367135988e-06,0.0,-1.0569043524810699e-07
-3.3306690738754696e-16,1.8516810541768796e-06,-5.551115123125783e-16,3.3033620638889345e-08
-3.3306690738754696e-16,-1.0468784694239737e-06,1.1102230246251565e-16,-9.84003122539435e-08
4.440892098500626e-16,-8.124934993247733e-07,0.0,4.7871731112536636e-08
0.0,-5.427028826332511e-11,0.0,3.829670758292991e-09
0.0,5.64745922249088e-09,0.0,2.024252032661877e-09
0.0,2.3243861824173707e-08,0.0,1.0970337414040188e-07
0.0,-2.6821496262874334e-08,0.0,-1.0798334519890319e-07
0.0,-5.573285666304887e-10,0.0,-1.051668596652177e-09
0.0,1.0124084903751189e-11,0.0,2.6069521652516408e-09
0.0,-6.157838960962891e-10,0.0,2.681936162041155e-09
0.0,5.638917444095171e-10,0.0,7.827398507131987e-09
0.0,7.388222811322009e-10,0.0,1.0269747274804786e-08
0.0,5.599425667579538e-09,0.0,3.807752122497732e-08
0.0,1.9665090000842156e-08,0.0,1.4227688716061948e-07
0.0,3.843833020766851e-08,0.0,1.3899093573854773e-07
0.0,5.868355010818504e-08,0.0,1.5284868766229914e-07
0.0,1.2007891072585153e-07,0.0,4.4641293186487027e-07
0.0,4.520920100503644e-08,0.9999999999999999,8.757328998854062e-07
0.0,7.107855708454737e-08,3.3306690738754696e-16,2.292817725901842e-07
0.0,4.795432118953613e-07,-5.551115123125783e-16,2.407426779882371e-06
0.0,1.1695635748765135e-08,-2.220446049250313e-16,2.3240415885084093e-07
0.0,-5.617072518226961e-09,0.0,-2.3021478909868156e-07
0.0,9.102299736163387e-09,0.0,3.961747552239146e-09
0.0,3.7538320452057425e-09,0.0,2.2770950636186002e-08
0.0,1.9681786911363017e-08,1.0000000000000002,1.4024271877133372e-08
0.0,1.072552180403362e-09,4.440892098500626e-16,-9.155656925940998e-08
0.0,1.7218126124873835e-08,-4.440892098500626e-16,-2.6721329504653198e-08
0.0,1.201037491682655e-09,-3.3306690738754696e-16,-1.8935486991722415e-07
0.0,3.0162954800516712e-09,1.1102230246251565e-16,-1.0346311114517452e-07
0.0,4.125896779783031e-09,2.220446049250313e-16,-9.575386457072459e-08
0.0,9.306855730528669e-10,-5.551115123125783e-16,-6.441343316510027e-08
0.0,-4.412102683204466e-09,2.220446049250313e-16,-1.8031502690973866e-07
0.0,3.847154772529396e-09,3.3306690738754696e-16,-3.8299083371384747e-08
0.0,-1.4253381408479979e-08,-2.220446049250313e-16,-8.365782377950381e-08
0.0,-1.7624654624626146e-08,2.220446049250313e-16,-1.353001863435566e-07
0.0,-8.760391345674638e-09,-2.220446049250313e-16,-4.3186793163840754e-08
0.0,-5.7144767140471204e-09,0.0,-6.107796934884391e-09
0.0,-5.050732720945918e-09,-2.220446049250313e-16,-9.140471632917981e-08
0.0,-1.7346042824328823e-09,4.440892098500626e-16,-4.7587094798018365e-08
0.0,-9.686572468581287e-08,0.0,-5.250616241792016e-09
0.0,1.7653960071584046e-09,0.0,6.472900826448582e-10
0.0,6.680468587205723e-08,0.0,3.959818822840688e-09
0.0,1.7864295500658046e-07,0.0,4.029139677452776e-09
0.0,4.0536677801128464e-07,0.0,9.979941484328236e-09
0.0,1.779383467237493e-07,0.0,3.5896068339980047e-09
0.0,-2.3122146330933774e-08,0.0,1.3016717392844159e-08
0.0,-1.2648999927478152e-07,0.0,3.503292163031802e-08
0.0,-9.956942221833736e-08,0.0,2.171829422081828e-07
0.0,-2.115763720667019e-07,0.0,3.001417795189809e-07
0.0,-1.7363947790727252e-07,0.0,1.3706362551602074e-07
0.0,-7.078514556724259e-08,0.0,8.509402960044099e-09
0.0,-3.8614565767147724e-08,0.0,7.941051762827554e-08
0.0,-3.859312869280984e-08,0.0,8.843766750032957e-08
1.0,-2.1358783897085216e-08,0.0,-1.1462623774605161e-07
0.0,4.63145838125456e-08,1.0,5.8687930959422374e-08
-2.220446049250313e-16,-1.3009929489271604e-08,0.0,-9.714804605209792e-08
2.220446049250313e-16,-3.744402619076936e-08,-3.3306690738754696e-16,-4.281200176592399e-08
0.0,-8.101193493814663e-10,0.0,-1.9499808101564046e-09
0.0,2.4884632132682326e-10,0.0,2.252239739153339e-09
0.0,8.506752191550503e-10,0.0,3.3006179678274353e-09
0.0,-1.0035227093752042e-09,0.0,-1.8579018323805485e-09
0.0,3.2823941342741134e-10,0.0,6.750737413518943e-10
0.0,-2.3108548963257645e-10,0.0,-2.2470298260968136e-09
0.0,8.054590605599542e-11,0.0,1.3426115635928326e-09
0.0,5.579733078353577e-10,0.0,1.8922308830937597e-09
0.0,8.843977605810239e-10,0.0,1.0171567810246526e-09
0.0,5.57648027893487e-09,0.0,6.941813990302137e-09
0.0,4.4771926099862466e-08,0.0,2.7583563877442433e-08
0.0,5.3119123322176165e-08,0.0,5.789908730235993e-08
0.0,1.841471117813854e-08,0.0,3.985247261084624e-08
0.0,9.057027767767066e-08,0.0,1.2269894256178302e-07
