F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F1_8,F1_9,F1_10,F1_11,F1_12,F1_13,F1_14,F1_15,F1_16,F1_17,F1_18,F1_19,S1_1,S1_2,S1_3,S1_4,S1_5,S1_6,S1_7,S1_8,S1_9,S1_10,S1_11,S1_12,S1_13,S1_14,S1_15,S1_16,S1_17,S1_18,S1_19,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F2_8,F2_9,F2_10,F2_11,F2_12,F2_13,F2_14,F2_15,F2_16,F2_17,F2_18,F2_19,S2_1,S2_2,S2_3,S2_4,S2_5,S2_6,S2_7,S2_8,S2_9,S2_10,S2_11,S2_12,S2_13,S2_14,S2_15,S2_16,S2_17,S2_18,S2_19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000004,1.0000000000000002,0.9999999999999998,0.0,0.0,0.0,1.579886110825157e-10,0.0,7.6562747253206e-10,1.2825324136045424e-09,2.657802434802292e-08,1.6942914460305048e-09,3.105499898903297e-10,2.391524414613322e-09,3.7054082402399044e-08,6.75159512297796e-08,1.0570248036856355e-07,1.6345946534102042e-07,2.9217485604249304e-07,7.013137235389877e-07,1.5817475514268153e-06,1.5207969568109547e-06,1.152658946068641e-09,1.3312090318962078e-10,1.966478757609025e-10,9.317864479996273e-10,2.9799565037791356e-10,8.478516805299208e-10,2.131437394914393e-08,2.8376236832494683e-08,3.3415031977512833e-09,1.9776492277134848e-09,7.414907443603624e-09,5.5763795847596495e-08,1.6291066557982957e-07,2.936572229828016e-07,3.955281698608815e-07,6.552979186835728e-07,1.620484340492112e-06,2.579980468908616e-06,2.385927132309007e-06
1.3934362404153882,1.399972347094318,1.458155911700759,1.4068512808886016,1.362788095426884,1.3595379994212797,1.3154876824268695,1.4518747649433095,1.415522940052069,1.4343855694071488,1.3844962241133534,1.2943184417923468,1.3760046457384552,1.434842200199393,1.3612672527328633,1.3771254941615898,1.4258671899945174,1.4320363278877173,1.403803437995753,1.3186701437759523,1.354149759878055,1.3873298653291568,1.407890219098206,1.3822160278735085,1.249996469675466,1.324971310367035,1.3104853931036364,1.2943042756390961,1.40124018707078,1.2468211893372365,1.2896285728412664,1.3219482904548838,1.2775679707979906,1.3650004837231522,1.2919856592009333,1.3684879975959574,1.3442090573115588,1.3521438536072528,1.1477538100734818e-05,1.5530707969446667e-05,1.4254545567382592e-05,1.5649994929844978e-05,1.5976182385202265e-05,1.635830094528501e-05,1.9298968436487484e-05,1.7199861031258478e-05,1.629203779884847e-05,1.631433879083488e-05,1.528889652036014e-05,1.4695383742946434e-05,1.2712009720416972e-05,1.2225317550473847e-05,1.0543867301748832e-05,1.235821482623578e-05,1.3810190375806997e-05,1.2288369907764718e-05,1.2102898381272098e-05,4.274053935660049e-06,4.100832984477165e-06,4.1829647898339315e-06,3.642925935309904e-06,3.614485285652336e-06,3.5750873394135852e-06,3.352647831889044e-06,3.159876382596849e-06,3.1452196708414704e-06,3.3790434144975733e-06,5.244060821496532e-06,4.818337993128808e-06,4.8316614993382245e-06,5.865659431947279e-06,5.909709943807684e-06,7.0580573265033305e-06,8.642315424367553e-06,8.762457218836061e-06,9.804043111216743e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88439423363252e-08,7.953244853808883e-08,1.0665260958830914e-07,1.1923037277483672e-07,1.3629589119545925e-07,1.297089902152493e-07,1.4050829761913518e-07,1.2823678332551936e-07,1.195513455343189e-07,1.2489037146679038e-07,1.1889331545944515e-07,1.107852000359344e-07,1.3056938996669487e-07,1.1665805956795339e-07,1.0283337061878229e-07,1.0274039610180808e-07,1.0202133609027441e-07,7.902003318349671e-08,5.8345813158666716e-08,1.6275105707563853e-07,1.8217815807020087e-07,1.815702844965017e-07,1.6951454568925327e-07,1.532093151013214e-07,1.1611501520292222e-07,1.0809087598318002e-07,9.444411688264154e-08,7.576398424191666e-08,7.180970591491587e-08,5.498655610836067e-08,4.1400128125701484e-08,3.2129901406108274e-08,2.5851745277805095e-08,1.3929988451621966e-08,1.432686298485919e-08,1.6251210332995924e-08,1.161005700467399e-08,7.192307416303834e-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.9999999999999996,1.0,1.0000000000000004,0.9999999999999998,1.0,1.0000000000000004,1.0000000000000002,1.0,1.0000000000000002,1.0,0.0,1.0000000000000002,0.9999999999999998,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999997,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000004,1.0,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,7.526392886703093e-09,1.0131789629497235e-09,2.6201469882636276e-10,1.4737957709787253e-08,6.681974762390297e-09,8.166241638463134e-09,3.1033736220820173e-07,1.2131225787470613e-06,1.7947076230484526e-06,1.704244402844779e-06,1.4959800864744466e-06,1.4340962934511481e-06,9.778810010629968e-07,8.006308689800789e-07,7.967306089540216e-07,7.615435890784283e-07,6.136472336493171e-07,4.908265793801547e-07,3.791676647324493e-07,1.611730684913937e-07,1.1400436612518661e-07,2.184034052277184e-07,5.429796487987915e-07,6.539600605037777e-07,8.757576040352432e-07,1.234913747794053e-06,2.138534034656914e-06,2.4017476334847744e-06,2.4613089863123606e-06,3.050478676414059e-06,3.296060435786785e-06,2.5565651867509586e-06,2.257932828797493e-06,2.6672677904571175e-06,2.552708838265971e-06,2.345237203371653e-06,2.185865241699503e-06,2.385665106885426e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.9999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,1.0000000000000004,0.9999999999999997,0.9999999999999998,6.425465270964991e-10,1.4645485935105286e-10,0.0,1.3031742240876554e-09,1.2777370828054302e-09,1.8926156253318283e-09,1.3477501004111048e-08,2.716434114091726e-07,2.836702961417359e-07,2.44283042150073e-07,1.4506123946489424e-07,1.5271145272777176e-07,1.958872154261826e-07,1.7079105347761469e-07,8.597268319476825e-08,1.373778928837055e-07,1.116988947558184e-07,9.709991779516259e-08,7.861843407397373e-08,1.1229469665252622e-08,1.4627069555572803e-10,0.0,3.497680256536739e-10,3.205681498030799e-10,5.663174540426752e-10,2.362282763845869e-09,5.826580480317034e-08,8.65683770001624e-08,1.9810514118034916e-07,9.3739421203054e-08,1.0674280375155831e-07,8.376482725225287e-08,1.0624136805859053e-07,7.512001083398445e-08,9.803077496428614e-08,1.2307797661037512e-07,8.226853864812256e-08,7.362732077353939e-08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999997,1.0,1.729701009089979e-08,2.563312060388512e-08,3.080205193128904e-08,3.7053961854383036e-08,4.57232651740469e-08,5.848164015276325e-08,6.153708298484162e-08,6.869994351177411e-08,6.566796741935832e-08,5.6168122597455294e-08,4.780216720234876e-08,3.65409084324142e-08,3.306171389994006e-08,2.077527323507411e-08,1.7327430423819124e-08,1.3596965153794827e-08,1.2520738223997796e-08,9.526055677611111e-09,6.893412196617988e-09,1.0966110544075037e-07,8.761923133704386e-08,7.723985149254985e-08,1.8901595808529236e-07,2.213646538962166e-07,2.212148871194586e-07,3.6984936997441763e-07,6.487450662007177e-07,7.456370440195314e-07,8.605233176695038e-07,1.1561154678929596e-06,9.168686347038601e-07,7.524445436501992e-07,1.0269422489272984e-06,6.179787988003227e-07,5.533742097441064e-07,3.5852625899224224e-07,3.3849068188374075e-07,3.249943290484225e-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,0.9999999999999998,0.0,0.0,0.0,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,0.9999999999999998,1.0,1.0,0.9999999999999999,0.9999999999999998,0.0,0.0,1.9706186682455495e-10,5.96046212386625e-11,6.067384789032459e-10,5.886331033710946e-10,1.0620122004034727e-10,2.4580424168307856e-09,2.3242268498702147e-09,1.8607200363840448e-09,3.876746368369766e-09,1.5371159678423397e-09,1.6269429747861609e-09,1.786696596228765e-09,1.3136830789850507e-09,3.830214401201459e-09,2.9248696908901197e-09,2.754720429543056e-09,3.274435222966332e-09,5.8117234935650684e-08,4.209689130618699e-08,5.539268581600254e-08,5.517700003565551e-08,4.82387363831549e-08,5.513622483022118e-08,5.163907061955797e-08,5.301829837378591e-08,6.564957644172864e-08,7.345855621565533e-08,9.95587278396215e-08,1.2425961060102964e-07,1.3354198529214046e-07,1.5730174993677792e-07,1.774411444444013e-07,2.1333855642069467e-07,2.6984340877334035e-07,2.7600507621627914e-07,2.640299442191463e-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.412117119376944e-08,2.0094873054432582e-08,4.930865635799364e-08,5.00733442265755e-08,8.639603414906105e-08,4.3148530437520094e-07,4.210713633767682e-07,4.838008266006e-07,6.258464452457701e-07,7.245697815960739e-07,9.3635671305492e-07,7.814549974227702e-07,7.886730259087926e-07,7.863267683205777e-07,8.724529322989838e-07,8.737474615827523e-07,9.578489311934391e-07,8.77968898294057e-07,8.067502392350435e-07,9.014608037816174e-08,1.1345386923267142e-07,1.1768952958846058e-07,1.6880235804705989e-07,1.8461221031884634e-07,3.0776389792208647e-07,2.7233670323312255e-07,1.9859767235175242e-07,1.593289880474913e-07,1.243834873321248e-07,1.6265525601966146e-07,1.0527250289271706e-07,1.2514661307250208e-07,1.705847424204876e-07,9.139856373963085e-08,1.1699711990331708e-07,9.361190791423724e-08,7.216640831586574e-08,4.880606994106529e-08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2970110334560394,1.25567313621222,1.4390427038153415,1.2812577953197961,1.3331562773921006,1.2621626881731414,1.3052454886759366,1.3040322121782153,1.3576608720463015,1.2642115654502672,1.2930499638606687,1.322311890578569,1.363855902245694,1.3140007161434877,1.2927126043710837,1.2671364513946404,1.3300531418560253,1.268192710433533,1.2761901403659326,1.1449911632155363e-07,9.437596375505563e-08,7.440960239080142e-08,7.297679474049801e-08,8.802178257383275e-08,1.123671388825187e-07,9.674456507013929e-08,9.47622339708687e-08,9.519524439838278e-08,8.61150844855274e-08,7.548590232886455e-08,4.950927738889277e-08,4.380879410348371e-08,4.374583717492442e-08,3.933207750606016e-08,4.877097410371789e-08,5.216537779517694e-08,5.310835540228709e-08,5.2236261183225e-08,2.3798085976523e-06,2.203535677836044e-06,2.1825921976414975e-06,2.001577138344146e-06,1.8331265096094286e-06,1.7048939980668364e-06,1.3647344303535647e-06,1.284450252114766e-06,1.1836848102575458e-06,1.0829068514794927e-06,9.420463186415873e-07,7.349681368395977e-07,6.856181073544576e-07,6.730305074142962e-07,7.009073840436031e-07,5.80719682830022e-07,5.861102124526951e-07,5.517930020459971e-07,4.6316409338942324e-07
0.0,0.9999999999999999,0.9999999999999996,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9999999999999997,1.0000000000000002,0.9999999999999999,1.0,1.0000000000000002,0.9999999999999998,1.0000000000000002,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,1.0000000000000002,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,1.0,0.9999999999999997,0.9999999999999996,5.365385860045535e-08,3.6074507203665005e-08,3.3139412991545214e-08,2.585852589831461e-08,1.803914111420113e-08,2.661316296226346e-08,2.6786628914976518e-08,3.448374048531378e-08,4.388982688396936e-08,5.058786989309283e-08,4.4214133865239094e-08,7.214079040807065e-08,1.3599306285527747e-07,1.2540029885599325e-07,8.909330091455559e-08,5.844251020903357e-08,3.088355597924419e-08,2.7816267689217965e-08,2.7604450636431464e-08,1.465284078960849e-07,1.1626422988797457e-07,1.9242778890316003e-07,2.4874167934285654e-07,2.7962047681739933e-07,2.802432561566093e-07,2.39644498378766e-07,2.050383443474857e-07,2.0700024236930403e-07,1.9818090635226326e-07,1.4425035601561831e-07,1.0364772293769419e-07,9.919324952534226e-08,8.27831946992319e-08,5.4784877079328e-08,4.680548002511387e-08,4.584932611351178e-08,2.8443481703277483e-08,2.4132645570773546e-08
1.2516103994618233,1.3106515587182106,1.264930229409605,1.2219964672135821,1.2768849602496246,1.3178054515237265,1.2276023345268965,1.326928722683461,1.2986867978429701,1.3163378216095365,1.2766432545480415,1.3016841615040449,1.2824603609381349,1.2876506728877086,1.2131780200281364,1.304040077283785,1.3249670116989802,1.2812151607648752,1.2682235731444906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,1.0000000000000002,1.0,1.0000000000000004,1.0000000000000002,0.9999999999999996,0.9999999999999994,1.0,1.0000000000000002,1.0,1.0,1.0,7.80168220444466e-06,7.640026069566375e-06,8.158998525686911e-06,7.36756724109e-06,7.301666573766852e-06,6.508238357127993e-06,5.956651148153469e-06,5.472705879583373e-06,5.13817317369103e-06,4.832962940781727e-06,4.53274487881572e-06,4.349069695308572e-06,4.172557100901031e-06,3.7288361909304513e-06,3.4987280969289714e-06,3.6922079516443775e-06,3.368355964994407e-06,3.338163082844403e-06,3.7195287632130203e-06,5.7663085684112045e-08,7.954187637437826e-08,1.3585562754769854e-07,1.9237168942254356e-07,2.127684751940251e-07,2.209433461075605e-07,2.197626898237104e-07,2.0924181569625945e-07,1.8928696903230958e-07,1.7444567390612065e-07,1.6346622544460843e-07,1.8030761168574826e-07,2.0862510012875647e-07,2.39884381869615e-07,3.4823614782908405e-07,2.783167815323395e-07,1.7026711063294897e-07,1.0327361295026094e-07,6.453247856086363e-08
1.0,0.9999999999999998,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0000000000000007,1.0,0.9999999999999999,1.0,1.0000000000000004,1.0000000000000002,0.9999999999999999,1.0000000000000002,1.0000000000000002,1.0,1.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999998,3.923245003534248e-07,3.980444091666868e-07,3.8055346180954074e-07,4.439847344883674e-07,3.504360364559034e-07,3.297664363799413e-07,5.783958471283768e-07,4.565040512716223e-07,4.4445826006267455e-07,4.164516866467238e-07,4.969192872295026e-07,5.8597180156994e-07,6.992223461566027e-07,8.785495992924552e-07,1.1618743997132698e-06,1.2687422326962405e-06,4.3135827468177014e-06,2.1267786678436096e-06,1.9245285443503237e-06,3.844732088253977e-09,2.8460191914270184e-08,1.0093388946863514e-08,9.202905104643833e-09,1.0183802401364517e-08,5.3772198693735614e-09,5.1971123071759e-09,1.2778252456158157e-08,1.4029380235314193e-08,1.4531657699379253e-08,1.4095154732274296e-08,1.172256727244303e-08,1.1076892425521124e-08,1.3732200443428155e-08,8.350707547677416e-09,9.212321572249493e-09,9.887558682919462e-09,7.122386014302151e-09,6.205650127100171e-09
1.2946278461988634,1.3334556582996988,1.2544277866272668,1.2459899419854306,1.2318663047683922,1.239563392850349,1.256620949503648,1.3117029664269018,1.3720425949962762,1.2865521297954299,1.3368383230377086,1.2755818781762165,1.2794893218317447,1.2899820730337666,1.3157812517309946,1.236664652352755,1.344422602702507,1.3139579711060563,1.267702647038626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,1.0,0.9999999999999997,1.0,1.0,0.9999999999999999,1.0000000000000002,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,0.9999999999999997,5.175183605388156e-06,5.340164852896123e-06,5.875562419532798e-06,5.75589551772282e-06,5.910152913202182e-06,5.94398079556413e-06,5.715318502552691e-06,5.139005816090503e-06,4.5057000534143295e-06,4.120873154533911e-06,3.312836543045705e-06,2.5392972929694223e-06,2.297870696565951e-06,2.148147416392021e-06,2.13242421978066e-06,2.254286232528102e-06,2.570110586930241e-06,2.236058298876742e-06,2.3616917360413935e-06,1.339109888931489e-06,1.4608805258831126e-06,1.4677995181955338e-06,1.4061036267776218e-06,1.1690555879795283e-06,1.0424968309052928e-06,8.711539408068347e-07,6.573745451987634e-07,4.1416642488911747e-07,3.566981206404307e-07,2.0048717885856604e-07,1.2702958471777492e-07,9.273513938978794e-08,7.164702999773454e-08,6.797066305352928e-08,7.847842660169136e-08,8.541709917153639e-08,5.483714460297051e-08,3.895020057598231e-08
0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000002,1.0,1.0,0.9999999999999999,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9999999999999999,0.9999999999999998,0.9999999999999999,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,1.0,1.0000000000000002,1.0,3.3834858137460342e-09,7.118959410856718e-09,4.92227606452289e-09,4.593021241117157e-09,8.485884861464399e-09,8.631706482908897e-09,9.740630879662149e-09,7.448517980179759e-09,9.623803087777105e-09,1.143471721753997e-08,1.0671349093271942e-08,1.176262296453956e-08,9.39631652485673e-09,1.0677351713894723e-08,1.0698473129622244e-08,9.90560877767166e-09,9.516054699787446e-09,9.863634886642103e-09,8.151522434829417e-09,6.870084723331616e-10,5.541174130652138e-09,1.3122556963285347e-08,1.9304762455263358e-08,1.5880046078109443e-08,1.6130863933483396e-08,1.2665114379473152e-08,1.621550014263562e-08,1.0258340443769499e-08,1.118228505347929e-08,8.840520049346878e-09,5.471718012017845e-09,5.334083175156934e-09,4.232292349914957e-09,3.1949355161486893e-09,4.757284788325933e-09,5.742039288492151e-09,5.0697072095928775e-09,5.445980644225301e-09
0.0,0.0,0.0,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999997,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000004,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999997,2.0842405357157646e-09,4.578119106035672e-10,1.1524571630339154e-09,2.20949071261245e-09,4.634304898165631e-09,4.2992815474374165e-09,1.1400286242801982e-08,9.910166220983285e-09,1.68212970663717e-08,2.4030339140779235e-08,2.182683562779175e-08,2.3334979726286065e-08,2.4504330120578288e-08,2.8780773142500494e-08,2.767911055912009e-08,3.435528057593729e-08,4.601774996615404e-08,3.4252370006981894e-08,4.738611245613811e-08,9.398621214629089e-10,1.3881162030937588e-08,1.595833765133392e-08,7.859063810844447e-09,6.635234206520124e-09,6.523773066202665e-09,1.0453543985988744e-08,1.673353402509292e-08,1.8439755500310184e-08,2.058680843575189e-08,2.358745057051692e-08,1.4560433303500986e-08,1.5913700535108432e-08,2.3386109582190785e-08,1.759590189109872e-08,3.237867503003145e-08,2.7779796063498453e-08,2.018698230799032e-08,1.802190521260627e-08
1.3286697861566812,1.3503253074508923,1.3860956646502909,1.3484163461744496,1.3594825042941439,1.4358238894987436,1.3635876320016627,1.3781568506896433,1.331893432903772,1.3685819802633181,1.2844653958884225,1.3925701885971324,1.3785628486539816,1.3860906910505622,1.4135229415538357,1.3845714340287638,1.367751032290182,1.4101137159119037,1.359371608093998,1.37353512697465,1.3462051877649788,1.3968501939805698,1.3044156753857195,1.3970719217751295,1.438950719394111,1.3189739684626296,1.3448757264780407,1.3325900632975574,1.3342200940952722,1.306271031269985,1.3849910167184867,1.323555607521849,1.4087468906295897,1.3297547031091144,1.3341312818518012,1.3007777333263204,1.3447852004578031,1.3337081986068675,1.8262707635585683e-05,1.3867961934010964e-05,1.2778401378454874e-05,1.2919480923301307e-05,1.4426938196265838e-05,1.6100237280625153e-05,1.7354859119222964e-05,1.7135257803602143e-05,1.5795492618053687e-05,1.5646062638552394e-05,1.5000050461821957e-05,1.436743277736241e-05,1.2544208402687218e-05,1.1617354903137312e-05,1.129541669797618e-05,1.159978937721462e-05,1.0712159655668074e-05,8.30279186629923e-06,8.67561166160158e-06,2.4623014098779096e-07,2.736955849513834e-07,2.891796739845631e-07,2.994569541669989e-07,3.779636756462423e-07,6.09280263574874e-07,8.757111231716408e-07,1.3187460865538014e-06,1.542027700907056e-06,1.6932941434788519e-06,2.2391581865122133e-06,2.6589788149067317e-06,3.601451658141741e-06,4.1120362766378095e-06,5.50008276150038e-06,6.150242870717193e-06,6.616349992327741e-06,5.963798867014703e-06,6.7180822497903135e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999996,0.9999999999999998,1.0,1.0000000000000002,0.9999999999999999,0.9999999999999998,0.9999999999999999,1.0,1.0000000000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999997,0.9999999999999998,1.0000000000000002,1.0,0.0,0.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.184482659510877e-07,1.1448717458506508e-07,2.5951640623134156e-07,2.0257794730582646e-07,2.465664806550194e-07,1.8338536591500088e-07,1.6106869082932462e-07,2.0728333964825653e-07,3.761488230225041e-07,2.697754709402034e-07,1.7190413359458034e-07,1.3937509208972186e-07,8.071725616787262e-08,6.539641432823373e-08,4.6990277269287614e-08,3.9831097708997734e-08,4.52970251529905e-08,4.0891834629519505e-08,2.7574442462707793e-08,7.517355689046213e-08,7.326653346240164e-08,1.559978571208376e-07,2.1726088803575294e-07,2.5752843413329174e-07,1.9294788415891163e-07,2.3640168933525274e-07,2.823601960244559e-07,5.050316502774876e-07,1.0200192548381892e-06,2.098381355608581e-06,3.013381956407102e-06,3.0164397685439327e-06,2.3938459207784034e-06,1.961794600902067e-06,1.8613756083141197e-06,1.6085227116491297e-06,1.6382275134674273e-06,1.3586956015387841e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9999999999999998,1.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.9999999999999998,1.0,1.0000000000000002,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,1.0000000000000002,0.9999999999999999,0.9999999999999998,1.0,1.0,0.9999999999999999,0.9999999999999998,2.4033076471141614e-07,4.840976956188569e-07,3.355193683773905e-07,1.4437539235245823e-07,1.5300819526942179e-07,1.3187352791987906e-07,1.2732745844346027e-07,1.4028048838099495e-07,1.3345322145141835e-07,1.760811706219556e-07,1.541044412078918e-07,1.6485306559843592e-07,2.0928912789486275e-07,2.1649778574328594e-07,1.75912308009174e-07,1.726669125901026e-07,1.5691374812831783e-07,1.315322030848165e-07,1.3892786228097974e-07,3.6720001844514626e-06,6.086954749662255e-06,4.824163647754176e-06,3.650485791695246e-06,2.3730890916340284e-06,2.0977770986974065e-06,2.2396341819330702e-06,2.3430923988598805e-06,2.546253540458565e-06,2.059381847629993e-06,1.939208959811367e-06,1.570828590047313e-06,1.594162245055486e-06,1.457404607663193e-06,1.251861954187916e-06,1.1506905593705596e-06,1.0276778766638016e-06,9.075019931970019e-07,9.218200546001754e-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000004,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999997,0.0,0.0,0.0,0.0,1.0000000000000002,0.9999999999999998,1.0,1.0,1.0,9.913973297859258e-09,8.753923941284825e-09,8.727231115557287e-09,3.021676990844213e-08,4.565267195388856e-08,6.136774253207022e-08,7.111517099644971e-08,9.684718662583692e-08,9.900715198796206e-08,1.025089581219163e-07,8.710888224072733e-08,8.560270465807207e-08,9.071035336205569e-08,9.116459409597155e-08,1.1279053779844617e-07,1.651383982448351e-07,1.8975227504824944e-07,1.7504618767816283e-07,1.7919272039534916e-07,8.882464985759953e-10,3.817665694683115e-09,2.0467857519967937e-09,8.22594971028323e-09,1.554455117402931e-08,4.775507789211986e-09,7.394745549227366e-09,7.913287403127357e-09,5.974413563869518e-09,8.540010298929702e-09,1.3753155947426876e-08,2.372322374100122e-08,3.73860684632632e-08,7.502614707277644e-08,9.415814474778018e-08,1.773352508394055e-07,2.8745249380790483e-07,4.4657007833848186e-07,6.23547350642184e-07
1.0000000000000007,1.0,0.9999999999999997,1.0,0.9999999999999997,0.9999999999999999,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000004,0.9999999999999999,0.9999999999999999,0.9999999999999996,1.0,1.0,0.9999999999999997,1.0000000000000002,0.9999999999999998,0.0,0.9999999999999999,0.9999999999999996,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999997,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999999,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9999999999999998,0.9999999999999997,6.95799373673367e-09,1.7051148715196974e-09,1.3203658108529304e-07,2.8624637693486223e-08,1.0456928212221328e-09,3.2222046669749817e-09,1.7593018086792257e-08,2.4966290040895346e-08,1.8049501804284772e-08,3.4581321495252836e-08,5.586110702893166e-08,1.4806579784476526e-07,3.490273229544982e-07,6.769592772570832e-07,1.2529926891602372e-06,2.6192308610006877e-06,7.901237722762744e-06,1.422620671291952e-05,1.753103224473307e-05,1.6364102251031908e-08,1.3377683294457654e-08,7.910590682502772e-08,4.039943695133274e-08,1.6369923061532178e-08,1.806751273036866e-08,1.9756646052471182e-08,2.9109739241306442e-08,6.919055763887628e-08,1.6414184358382045e-07,3.639510424591208e-07,1.0190334194248862e-06,2.5871993216242116e-06,4.75460801681038e-06,7.298143827938475e-06,1.162346370620071e-05,1.7442006901546846e-05,1.64913862136018e-05,1.3329156990948831e-05
